,Category,PP_Message,PP_Words,Message,Words,Words_Count,Chars_Count,Sents_Count,Punct_Count,All_Caps_Count,StopWords_Count,MeanLength,Comma_Count,QMark_Count,ExcMark_Count,Quotes_Count,Currency_Count
722,ham,sfine  anytim  best ,['sfine' '' 'anytim' '' 'best' ''],S'fine. Anytime. All the best with it.,"[""S'fine"", '.', 'Anytime', '.', 'All', 'the', 'best', 'with', 'it', '.']",6,38,3,4,0,3,3.2,0,0,0,0,0
723,ham,wondar full flim ,['wondar' 'full' 'flim' ''],That is wondar full flim.,"['That', 'is', 'wondar', 'full', 'flim', '.']",5,25,1,1,0,1,3.5,0,0,0,0,0
724,ham,ya even cooki jelli,['ya' 'even' 'cooki' 'jelli'],Ya even those cookies have jelly on them,"['Ya', 'even', 'those', 'cookies', 'have', 'jelly', 'on', 'them']",8,40,1,0,0,4,4.125,0,0,0,0,0
725,ham,world run stillmayb feel  itor admit  madthen correct  let call lifeand keep run world  may u r also runninglet run ,"['world' 'run' 'stillmayb' 'feel' '' 'itor' 'admit' '' 'madthen' 'correct'
 '' 'let' 'call' 'lifeand' 'keep' 'run' 'world' '' 'may' 'u' 'r' 'also'
 'runninglet' 'run' '']","The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.","['The', 'world', 'is', 'running', 'and', 'i', 'am', 'still.maybe', 'all', 'are', 'feeling', 'the', 'same', ',', 'so', 'be', 'it.or', 'i', 'have', 'to', 'admit', ',', 'i', 'am', 'mad.then', 'where', 'is', 'the', 'correction', '?', 'or', 'let', 'me', 'call', 'this', 'is', 'life.and', 'keep', 'running', 'with', 'the', 'world', ',', 'may', 'be', 'u', 'r', 'also', 'running.lets', 'run', '.']",41,226,1,10,0,25,3.627450980392157,3,1,0,0,0
726,ham,got  look scrumptiou  daddi want eat night long ,['got' '' 'look' 'scrumptiou' '' 'daddi' 'want' 'eat' 'night' 'long' ''],Got it! It looks scrumptious... daddy wants to eat you all night long!,"['Got', 'it', '!', 'It', 'looks', 'scrumptious', '...', 'daddy', 'wants', 'to', 'eat', 'you', 'all', 'night', 'long', '!']",13,70,2,5,0,4,3.625,0,0,2,0,0
727,ham,co lar ba dao ok   pm lor  u never ask go ah  said u would ask fri said u ask today ,"['co' 'lar' 'ba' 'dao' 'ok' '' '' 'pm' 'lor' '' 'u' 'never' 'ask' 'go'
 'ah' '' 'said' 'u' 'would' 'ask' 'fri' 'said' 'u' 'ask' 'today' '']",Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,"['Of', 'cos', 'can', 'lar', 'i', ""'m"", 'not', 'so', 'ba', 'dao', 'ok', '...', '1', 'pm', 'lor', '...', 'Y', 'u', 'never', 'ask', 'where', 'we', 'go', 'ah', '...', 'I', 'said', 'u', 'would', 'ask', 'on', 'fri', 'but', 'he', 'said', 'u', 'will', 'ask', 'today', '...']",35,140,1,13,0,10,2.65,0,0,0,0,0
728,ham,alright omw  got ta chang order halfth,['alright' 'omw' '' 'got' 'ta' 'chang' 'order' 'halfth'],"Alright omw, gotta change my order to a half8th","['Alright', 'omw', ',', 'got', 'ta', 'change', 'my', 'order', 'to', 'a', 'half8th']",10,47,1,1,0,3,3.5454545454545454,1,0,0,0,0
729,ham,exactli  anyway far  jide studi visit,['exactli' '' 'anyway' 'far' '' 'jide' 'studi' 'visit'],Exactly. Anyways how far. Is jide her to study or just visiting,"['Exactly', '.', 'Anyways', 'how', 'far', '.', 'Is', 'jide', 'her', 'to', 'study', 'or', 'just', 'visiting']",12,63,3,2,0,5,3.7142857142857144,0,0,0,0,0
730,ham,dunno u ask ,['dunno' 'u' 'ask' ''],Dunno y u ask me.,"['Dunno', 'y', 'u', 'ask', 'me', '.']",5,17,1,1,0,2,2.1666666666666665,0,0,0,0,0
731,spam,email alertfrom  jeri stewarts  kbsubject  lowcost prescripiton drvgsto listen email call ,"['email' 'alertfrom' '' 'jeri' 'stewarts' '' 'kbsubject' '' 'lowcost'
 'prescripiton' 'drvgsto' 'listen' 'email' 'call' '']",Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,"['Email', 'AlertFrom', ':', 'Jeri', 'StewartSize', ':', '2KBSubject', ':', 'Low-cost', 'prescripiton', 'drvgsTo', 'listen', 'to', 'email', 'call', '123']",12,101,1,4,0,1,5.5625,0,0,0,0,0
732,ham,nt  spring come earli yay ,['nt' '' 'spring' 'come' 'earli' 'yay' ''],No he didn't. Spring is coming early yay!,"['No', 'he', 'did', ""n't"", '.', 'Spring', 'is', 'coming', 'early', 'yay', '!']",8,41,2,3,0,3,3.090909090909091,0,0,1,0,0
733,ham,lol wo nt feel bad use money take steak dinner,['lol' 'wo' 'nt' 'feel' 'bad' 'use' 'money' 'take' 'steak' 'dinner'],Lol you won't feel bad when I use her money to take you out to a steak dinner =D,"['Lol', 'you', 'wo', ""n't"", 'feel', 'bad', 'when', 'I', 'use', 'her', 'money', 'to', 'take', 'you', 'out', 'to', 'a', 'steak', 'dinner', '=D']",18,80,1,2,0,8,3.1,0,0,0,0,0
734,ham,even u dont get troubl convinc  tel twice tel neglect msg dont c read  dont repli,"['even' 'u' 'dont' 'get' 'troubl' 'convinc' '' 'tel' 'twice' 'tel'
 'neglect' 'msg' 'dont' 'c' 'read' '' 'dont' 'repli']",Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,"['Even', 'u', 'dont', 'get', 'in', 'trouble', 'while', 'convincing', '..', 'just', 'tel', 'him', 'once', 'or', 'twice', 'and', 'just', 'tel', 'neglect', 'his', 'msgs', 'dont', 'c', 'and', 'read', 'it', '..', 'just', 'dont', 'reply']",28,137,1,4,0,12,3.7333333333333334,0,0,0,0,0
735,ham,leav qatar tonit search opportunityal went fastpl add ur prayer dearrakhesh,"['leav' 'qatar' 'tonit' 'search' 'opportunityal' 'went' 'fastpl' 'add'
 'ur' 'prayer' 'dearrakhesh']",Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,"['Leaving', 'to', 'qatar', 'tonite', 'in', 'search', 'of', 'an', 'opportunity.all', 'went', 'fast.pls', 'add', 'me', 'in', 'ur', 'prayers', 'dear.Rakhesh']",14,103,1,3,0,6,5.117647058823529,0,0,0,0,0
736,ham,one talk,['one' 'talk'],Then why no one talking to me,"['Then', 'why', 'no', 'one', 'talking', 'to', 'me']",7,29,1,0,0,4,3.2857142857142856,0,0,0,0,0
737,ham,thank look  realli appreci ,['thank' 'look' '' 'realli' 'appreci' ''],Thanks for looking out for me. I really appreciate.,"['Thanks', 'for', 'looking', 'out', 'for', 'me', '.', 'I', 'really', 'appreciate', '.']",9,51,2,2,0,4,3.909090909090909,0,0,0,0,0
738,spam,hi  custom loyalti offer  new nokia mobil  txtauction  txt word  start    get   ctxt tc pmtmsg,"['hi' '' 'custom' 'loyalti' 'offer' '' 'new' 'nokia' 'mobil' ''
 'txtauction' '' 'txt' 'word' '' 'start' '' '' '' 'get' '' '' 'ctxt' 'tc'
 'pmtmsg']",Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,"['Hi', '.', 'Customer', 'Loyalty', 'Offer', ':', 'The', 'NEW', 'Nokia6650', 'Mobile', 'from', 'ONLY', '£10', 'at', 'TXTAUCTION', '!', 'Txt', 'word', ':', 'START', 'to', 'No', ':', '81151', '&', 'get', 'yours', 'Now', '!', '4T', '&', 'Ctxt', 'TC', '150p/MTmsg']",25,148,4,9,6,4,3.6470588235294117,0,0,2,0,1
739,ham,wish ,['wish' ''],Wish i were with you now!,"['Wish', 'i', 'were', 'with', 'you', 'now', '!']",6,25,1,1,0,5,2.857142857142857,0,0,1,0,0
740,ham,haha mayb u rite  u know well  da feel like someon gd lor  u faster go find one gal group attach liao ,"['haha' 'mayb' 'u' 'rite' '' 'u' 'know' 'well' '' 'da' 'feel' 'like'
 'someon' 'gd' 'lor' '' 'u' 'faster' 'go' 'find' 'one' 'gal' 'group'
 'attach' 'liao' '']",Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,"['Haha', 'mayb', 'u', ""'re"", 'rite', '...', 'U', 'know', 'me', 'well', '.', 'Da', 'feeling', 'of', 'being', 'liked', 'by', 'someone', 'is', 'gd', 'lor', '.', 'U', 'faster', 'go', 'find', 'one', 'then', 'all', 'gals', 'in', 'our', 'group', 'attached', 'liao', '.']",31,149,3,7,0,9,3.3055555555555554,0,0,0,0,0
741,ham,ye  glad made ,['ye' '' 'glad' 'made' ''],Yes i will be there. Glad you made it.,"['Yes', 'i', 'will', 'be', 'there', '.', 'Glad', 'you', 'made', 'it', '.']",9,38,2,2,0,6,2.727272727272727,0,0,0,0,0
742,ham,well   littl time  thing good time ahead ,['well' '' '' 'littl' 'time' '' 'thing' 'good' 'time' 'ahead' ''],Do well :)all will for little time. Thing of good times ahead:,"['Do', 'well', ':', ')', 'all', 'will', 'for', 'little', 'time', '.', 'Thing', 'of', 'good', 'times', 'ahead', ':']",12,62,2,4,0,4,3.1875,0,0,0,0,0
743,ham,got  room soon    nt put clock back til  shout everyon get realis  wahay  anoth hour bed ,"['got' '' 'room' 'soon' '' '' '' 'nt' 'put' 'clock' 'back' 'til' ''
 'shout' 'everyon' 'get' 'realis' '' 'wahay' '' 'anoth' 'hour' 'bed' '']",Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,"['Just', 'got', 'up', '.', 'have', 'to', 'be', 'out', 'of', 'the', 'room', 'very', 'soon', '.', '…', '.', 'i', 'had', ""n't"", 'put', 'the', 'clocks', 'back', 'til', 'at', '8', 'i', 'shouted', 'at', 'everyone', 'to', 'get', 'up', 'and', 'then', 'realised', 'it', 'was', '7.', 'wahay', '.', 'another', 'hour', 'in', 'bed', '.']",39,179,5,7,0,21,3.0434782608695654,0,0,0,0,0
744,ham,ok  may free gym ,['ok' '' 'may' 'free' 'gym' ''],Ok. There may be a free gym about.,"['Ok', '.', 'There', 'may', 'be', 'a', 'free', 'gym', 'about', '.']",8,34,2,2,0,3,2.7,0,0,0,0,0
745,ham,men like shorter ladi  gaze eye ,['men' 'like' 'shorter' 'ladi' '' 'gaze' 'eye' ''],Men like shorter ladies. Gaze up into his eyes.,"['Men', 'like', 'shorter', 'ladies', '.', 'Gaze', 'up', 'into', 'his', 'eyes', '.']",9,47,2,2,0,3,3.5454545454545454,0,0,0,0,0
746,ham,dunno ju say go lido  time  ,['dunno' 'ju' 'say' 'go' 'lido' '' 'time' '' ''],Dunno he jus say go lido. Same time 930.,"['Dunno', 'he', 'jus', 'say', 'go', 'lido', '.', 'Same', 'time', '930', '.']",9,40,2,2,0,1,2.909090909090909,0,0,0,0,0
747,ham,promis take good care  princess  run  pleas send pic get chanc  ttyl ,"['promis' 'take' 'good' 'care' '' 'princess' '' 'run' '' 'pleas' 'send'
 'pic' 'get' 'chanc' '' 'ttyl' '']","I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!","['I', 'promise', 'to', 'take', 'good', 'care', 'of', 'you', ',', 'princess', '.', 'I', 'have', 'to', 'run', 'now', '.', 'Please', 'send', 'pics', 'when', 'you', 'get', 'a', 'chance', '.', 'Ttyl', '!']",23,110,4,5,0,9,3.142857142857143,1,0,1,0,0
748,spam,u subscrib best mobil content servic uk  per  day send stop   helplin ,"['u' 'subscrib' 'best' 'mobil' 'content' 'servic' 'uk' '' 'per' '' 'day'
 'send' 'stop' '' '' 'helplin' '']",U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,"['U', 'are', 'subscribed', 'to', 'the', 'best', 'Mobile', 'Content', 'Service', 'in', 'the', 'UK', 'for', '£3', 'per', '10', 'days', 'until', 'you', 'send', 'STOP', 'to', '82324', '.', 'Helpline', '08706091795']",25,131,2,1,2,9,4.115384615384615,0,0,0,0,1
749,ham,reason spoken year  anyway great week best exam,['reason' 'spoken' 'year' '' 'anyway' 'great' 'week' 'best' 'exam'],Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,"['Is', 'there', 'a', 'reason', 'we', ""'ve"", 'not', 'spoken', 'this', 'year', '?', 'Anyways', 'have', 'a', 'great', 'week', 'and', 'all', 'the', 'best', 'in', 'your', 'exam']",21,101,2,2,0,12,3.5217391304347827,0,1,0,0,0
750,ham,monday next week  give full gist,['monday' 'next' 'week' '' 'give' 'full' 'gist'],By monday next week. Give me the full gist,"['By', 'monday', 'next', 'week', '.', 'Give', 'me', 'the', 'full', 'gist']",9,42,2,1,0,2,3.4,0,0,0,0,0
751,spam,realiz  year  thousand old ladi run around tattoo ,['realiz' '' 'year' '' 'thousand' 'old' 'ladi' 'run' 'around' 'tattoo' ''],"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","['Do', 'you', 'realize', 'that', 'in', 'about', '40', 'years', ',', 'we', ""'ll"", 'have', 'thousands', 'of', 'old', 'ladies', 'running', 'around', 'with', 'tattoos', '?']",18,102,1,3,0,8,4.0476190476190474,1,1,0,0,0
752,spam,import custom servic announc premier ,['import' 'custom' 'servic' 'announc' 'premier' ''],You have an important customer service announcement from PREMIER.,"['You', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'from', 'PREMIER', '.']",9,65,1,1,1,3,5.7,0,0,0,0,0
753,ham,dont gim lip caveboy,['dont' 'gim' 'lip' 'caveboy'],Dont gimme that lip caveboy,"['Dont', 'gim', 'me', 'that', 'lip', 'caveboy']",6,27,1,0,0,2,3.8333333333333335,0,0,0,0,0
754,ham,get librari,['get' 'librari'],When did you get to the library,"['When', 'did', 'you', 'get', 'to', 'the', 'library']",7,31,1,0,0,4,3.5714285714285716,0,0,0,0,0
755,ham,reali sorryi nt recognis number confus   r u pleas  ,"['reali' 'sorryi' 'nt' 'recognis' 'number' 'confus' '' '' 'r' 'u' 'pleas'
 '' '']",Realy sorry-i don't recognise this number and am now confused :) who r u please?!,"['Realy', 'sorry-i', 'do', ""n't"", 'recognise', 'this', 'number', 'and', 'am', 'now', 'confused', ':', ')', 'who', 'r', 'u', 'please', '?', '!']",13,81,1,6,0,6,3.526315789473684,0,1,1,0,0
756,ham,didnt holla ,['didnt' 'holla' ''],So why didnt you holla?,"['So', 'why', 'didnt', 'you', 'holla', '?']",5,23,1,1,0,2,3.1666666666666665,0,1,0,0,0
757,ham,cant think anyon  spare room  top head,['cant' 'think' 'anyon' '' 'spare' 'room' '' 'top' 'head'],Cant think of anyone with * spare room off * top of my head,"['Cant', 'think', 'of', 'anyone', 'with', '*', 'spare', 'room', 'off', '*', 'top', 'of', 'my', 'head']",12,59,1,2,0,5,3.2857142857142856,0,0,0,0,0
758,ham,faith make thing possibl  hope make thing work  love make thing beauti  may three christma  merri christma ,"['faith' 'make' 'thing' 'possibl' '' 'hope' 'make' 'thing' 'work' ''
 'love' 'make' 'thing' 'beauti' '' 'may' 'three' 'christma' '' 'merri'
 'christma' '']","Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!","['Faith', 'makes', 'things', 'possible', ',', 'Hope', 'makes', 'things', 'work', ',', 'Love', 'makes', 'things', 'beautiful', ',', 'May', 'you', 'have', 'all', 'three', 'this', 'Christmas', '!', 'Merry', 'Christmas', '!']",21,133,1,5,0,4,4.5,3,0,2,0,0
759,ham,u made appoint,['u' 'made' 'appoint'],U should have made an appointment,"['U', 'should', 'have', 'made', 'an', 'appointment']",6,33,1,0,0,3,4.666666666666667,0,0,0,0,0
760,ham,call youcarlo isar  phone vibrat act might hear text,['call' 'youcarlo' 'isar' '' 'phone' 'vibrat' 'act' 'might' 'hear' 'text'],"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts","['Call', 'me', 'when', 'you/carlos', 'is/are', 'here', ',', 'my', 'phone', ""'s"", 'vibrate', 'is', 'acting', 'up', 'and', 'I', 'might', 'not', 'hear', 'texts']",16,95,1,4,0,8,3.9,1,0,0,0,0
761,spam,romant pari   night   flight  book  next year  call ts  cs appli ,"['romant' 'pari' '' '' 'night' '' '' 'flight' '' 'book' '' 'next' 'year'
 '' 'call' 'ts' '' 'cs' 'appli' '']","Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.","['Romantic', 'Paris', '.', '2', 'nights', ',', '2', 'flights', 'from', '£79', 'Book', 'now', '4', 'next', 'year', '.', 'Call', '08704439680Ts', '&', 'Cs', 'apply', '.']",17,95,3,5,0,2,3.6363636363636362,1,0,0,0,1
762,ham,grandma  oh dear  u still ill  felt shit morn think hungov  anoth night  leav sat ,"['grandma' '' 'oh' 'dear' '' 'u' 'still' 'ill' '' 'felt' 'shit' 'morn'
 'think' 'hungov' '' 'anoth' 'night' '' 'leav' 'sat' '']","We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.","['We', 'are', 'at', 'grandmas', '.', 'Oh', 'dear', ',', 'u', 'still', 'ill', '?', 'I', 'felt', 'Shit', 'this', 'morning', 'but', 'i', 'think', 'i', 'am', 'just', 'hungover', '!', 'Another', 'night', 'then', '.', 'We', 'leave', 'on', 'sat', '.']",28,135,5,6,0,10,3.176470588235294,1,1,1,0,0
763,spam,urgent ur  guarante award still unclaim  call  closingd claimcod mm pmmorefrommobilebremovedmobypoboxlsyf,"['urgent' 'ur' '' 'guarante' 'award' 'still' 'unclaim' '' 'call' ''
 'closingd' 'claimcod' 'mm' 'pmmorefrommobilebremovedmobypoboxlsyf']",Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,"['Urgent', 'Ur', '£500', 'guaranteed', 'award', 'is', 'still', 'unclaimed', '!', 'Call', '09066368327', 'NOW', 'closingdate04/09/02', 'claimcode', 'M39M51', '£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF']",13,159,2,5,2,1,9.0625,0,0,1,0,2
764,ham,noth ju tot u would ask co u ba gua  went mt faber yest  yest ju went alreadi mah today go  ju call lor ,"['noth' 'ju' 'tot' 'u' 'would' 'ask' 'co' 'u' 'ba' 'gua' '' 'went' 'mt'
 'faber' 'yest' '' 'yest' 'ju' 'went' 'alreadi' 'mah' 'today' 'go' '' 'ju'
 'call' 'lor' '']",Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,"['Nothing', 'but', 'we', 'jus', 'tot', 'u', 'would', 'ask', 'cos', 'u', 'ba', 'gua', '...', 'But', 'we', 'went', 'mt', 'faber', 'yest', '...', 'Yest', 'jus', 'went', 'out', 'already', 'mah', 'so', 'today', 'not', 'going', 'out', '...', 'Jus', 'call', 'lor', '...']",32,151,1,12,0,7,3.3333333333333335,0,0,0,0,0
765,ham,wish famili merri  x  ma happi new year advanc ,['wish' 'famili' 'merri' '' 'x' '' 'ma' 'happi' 'new' 'year' 'advanc' ''],"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","['Wishing', 'you', 'and', 'your', 'family', 'Merry', '``', 'X', ""''"", 'mas', 'and', 'HAPPY', 'NEW', 'Year', 'in', 'advance', '..']",14,73,1,4,2,5,3.6470588235294117,0,0,0,2,0
766,spam,ur award citi break could win  summer shop spree everi wk  txt store   skilgm  tscswinawk  age perwksub,"['ur' 'award' 'citi' 'break' 'could' 'win' '' 'summer' 'shop' 'spree'
 'everi' 'wk' '' 'txt' 'store' '' '' 'skilgm' '' 'tscswinawk' '' 'age'
 'perwksub']",UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,"['UR', 'awarded', 'a', 'City', 'Break', 'and', 'could', 'WIN', 'a', '£200', 'Summer', 'Shopping', 'spree', 'every', 'WK', '.', 'Txt', 'STORE', 'to', '88039', '.', 'SkilGme', '.', 'TsCs087147403231Winawk', '!', 'Age16', '£1.50perWKsub']",22,149,4,5,4,4,4.703703703703703,0,0,1,0,2
767,ham,nt goin  got somethin  unless meetin  dinner lor  haha  wonder go ti time ,"['nt' 'goin' '' 'got' 'somethin' '' 'unless' 'meetin' '' 'dinner' 'lor' ''
 'haha' '' 'wonder' 'go' 'ti' 'time' '']","I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...","['I', ""'m"", 'nt', 'goin', ',', 'got', 'somethin', 'on', ',', 'unless', 'they', 'meetin', '4', 'dinner', 'lor', '...', 'Haha', ',', 'i', 'wonder', 'who', 'will', 'go', 'tis', 'time', '...']",20,103,1,10,0,5,3.230769230769231,3,0,0,0,0
768,ham,sorri  call later,['sorri' '' 'call' 'later'],"Sorry, I'll call later","['Sorry', ',', 'I', ""'ll"", 'call', 'later']",4,22,1,2,0,0,3.1666666666666665,1,0,0,0,0
769,ham,cant pick phone right  pl send messag,['cant' 'pick' 'phone' 'right' '' 'pl' 'send' 'messag'],I cant pick the phone right now. Pls send a message,"['I', 'cant', 'pick', 'the', 'phone', 'right', 'now', '.', 'Pls', 'send', 'a', 'message']",11,51,2,1,0,3,3.4166666666666665,0,0,0,0,0
770,ham,lol know  dramat  school alreadi close tomorrow  appar ca nt drive inch snow suppos get ,"['lol' 'know' '' 'dramat' '' 'school' 'alreadi' 'close' 'tomorrow' ''
 'appar' 'ca' 'nt' 'drive' 'inch' 'snow' 'suppos' 'get' '']",Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,"['Lol', 'I', 'know', '!', 'They', ""'re"", 'so', 'dramatic', '.', 'Schools', 'already', 'closed', 'for', 'tomorrow', '.', 'Apparently', 'we', 'ca', ""n't"", 'drive', 'in', 'the', 'inch', 'of', 'snow', 'were', 'supposed', 'to', 'get', '.']",24,137,4,6,0,8,3.8,0,0,1,0,0
771,ham,get anywher damn job hunt ,['get' 'anywher' 'damn' 'job' 'hunt' ''],Not getting anywhere with this damn job hunting over here!,"['Not', 'getting', 'anywhere', 'with', 'this', 'damn', 'job', 'hunting', 'over', 'here', '!']",10,58,1,1,0,4,4.454545454545454,0,0,1,0,0
772,ham,lol  u drunkard  hair moment  yeah still  tonight  wat plan ,"['lol' '' 'u' 'drunkard' '' 'hair' 'moment' '' 'yeah' 'still' '' 'tonight'
 '' 'wat' 'plan' '']",Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,"['Lol', '!', 'U', 'drunkard', '!', 'Just', 'doing', 'my', 'hair', 'at', 'd', 'moment', '.', 'Yeah', 'still', 'up', '4', 'tonight', '.', 'Wats', 'the', 'plan', '?']",18,88,5,5,0,6,3.0869565217391304,0,1,2,0,0
773,ham,idc get  weasel way shit twice row,['idc' 'get' '' 'weasel' 'way' 'shit' 'twice' 'row'],"idc get over here, you are not weaseling your way out of this shit twice in a row","['idc', 'get', 'over', 'here', ',', 'you', 'are', 'not', 'weaseling', 'your', 'way', 'out', 'of', 'this', 'shit', 'twice', 'in', 'a', 'row']",18,81,1,1,0,11,3.3684210526315788,1,0,0,0,0
774,ham,wil  lt    gt  minut  got space,['wil' '' 'lt' '' '' '' 'gt' '' 'minut' '' 'got' 'space'],I wil be there with in  &lt;#&gt;  minutes. Got any space,"['I', 'wil', 'be', 'there', 'with', 'in', '&', 'lt', ';', '#', '&', 'gt', ';', 'minutes', '.', 'Got', 'any', 'space']",12,57,2,6,0,5,2.5,0,0,0,0,0
775,ham,sleep  surf,['sleep' '' 'surf'],Just sleeping..and surfing,"['Just', 'sleeping', '..', 'and', 'surfing']",4,26,1,2,0,1,4.8,0,0,0,0,0
776,ham,thank pick trash ,['thank' 'pick' 'trash' ''],Thanks for picking up the trash.,"['Thanks', 'for', 'picking', 'up', 'the', 'trash', '.']",6,32,1,1,0,3,3.857142857142857,0,0,0,0,0
777,ham,nt go tell friend sure want live smoke much spend hour beg come smoke,"['nt' 'go' 'tell' 'friend' 'sure' 'want' 'live' 'smoke' 'much' 'spend'
 'hour' 'beg' 'come' 'smoke']",Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,"['Why', 'do', ""n't"", 'you', 'go', 'tell', 'your', 'friend', 'you', ""'re"", 'not', 'sure', 'you', 'want', 'to', 'live', 'with', 'him', 'because', 'he', 'smokes', 'too', 'much', 'then', 'spend', 'hours', 'begging', 'him', 'to', 'come', 'smoke']",29,145,1,2,0,15,3.774193548387097,0,0,0,0,0
778,ham,hi kate love see tonight ill phone tomorrow  got sing guy gave card  xxx,"['hi' 'kate' 'love' 'see' 'tonight' 'ill' 'phone' 'tomorrow' '' 'got'
 'sing' 'guy' 'gave' 'card' '' 'xxx']",Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,"['Hi', 'its', 'Kate', 'it', 'was', 'lovely', 'to', 'see', 'you', 'tonight', 'and', 'ill', 'phone', 'you', 'tomorrow', '.', 'I', 'got', 'to', 'sing', 'and', 'a', 'guy', 'gave', 'me', 'his', 'card', '!', 'xxx']",27,118,3,2,0,12,3.1724137931034484,0,0,1,0,0
779,ham,happi new year dear brother  realli miss  got number decid send text wish happi  abiola,"['happi' 'new' 'year' 'dear' 'brother' '' 'realli' 'miss' '' 'got'
 'number' 'decid' 'send' 'text' 'wish' 'happi' '' 'abiola']",Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,"['Happy', 'New', 'year', 'my', 'dear', 'brother', '.', 'I', 'really', 'do', 'miss', 'you', '.', 'Just', 'got', 'your', 'number', 'and', 'decided', 'to', 'send', 'you', 'this', 'text', 'wishing', 'you', 'only', 'happiness', '.', 'Abiola']",27,143,4,3,0,10,3.9,0,0,0,0,0
780,ham,mean get door,['mean' 'get' 'door'],That means get the door,"['That', 'means', 'get', 'the', 'door']",5,23,1,0,0,1,3.8,0,0,0,0,0
781,ham,opinion      jada   kusruthi   lovabl   silent   spl charact   matur   stylish   simpl pl repli ,"['opinion' '' '' '' '' '' 'jada' '' '' 'kusruthi' '' '' 'lovabl' '' ''
 'silent' '' '' 'spl' 'charact' '' '' 'matur' '' '' 'stylish' '' ''
 'simpl' 'pl' 'repli' '']",Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,"['Your', 'opinion', 'about', 'me', '?', '1', '.', 'Over', '2', '.', 'Jada', '3', '.', 'Kusruthi', '4', '.', 'Lovable', '5', '.', 'Silent', '6', '.', 'Spl', 'character', '7', '.', 'Not', 'matured', '8', '.', 'Stylish', '9', '.', 'Simple', 'Pls', 'reply', '..']",26,136,11,12,0,2,3.0,0,1,0,0,0
782,ham,hmmm  thought said  hour slave    late  punish ,"['hmmm' '' 'thought' 'said' '' 'hour' 'slave' '' '' '' 'late' '' 'punish'
 '']","Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?","['Hmmm', '...', 'I', 'thought', 'we', 'said', '2', 'hours', 'slave', ',', 'not', '3', '...', 'You', 'are', 'late', '...', 'How', 'should', 'I', 'punish', 'you', '?']",18,94,1,11,0,5,3.1739130434782608,1,1,0,0,0
783,ham,beerag ,['beerag' ''],Beerage?,"['Beerage', '?']",1,8,1,1,0,0,4.0,0,1,0,0,0
